0.65331;-0.85745
0.65236;-0.99596
0.6513;-1.06492
0.6503;-1.04377
0.64935;-1.12402
0.6483;-1.11254
0.64732;-1.16138
0.64634;-1.1491
0.64527;-1.19307
0.64429;-1.18474
0.64329;-1.23483
0.64236;-1.21149
0.64146;-1.27949
0.64035;-1.23488
0.63937;-1.30126
0.63836;-1.26216
0.63739;-1.32763
0.63644;-1.27522
0.63536;-1.35992
0.63434;-1.28972
0.6333;-1.39115
0.63237;-1.31457
0.63138;-1.40763
0.63039;-1.33284
0.62942;-1.43848
0.62836;-1.35065
0.62737;-1.45029
0.62633;-1.35608
0.62535;-1.46391
0.62438;-1.36646
0.62336;-1.46851
0.62238;-1.36824
0.62134;-1.49298
0.62031;-1.39183
0.61931;-1.514
0.61836;-1.40308
0.61738;-1.53094
0.61637;-1.4173
0.61532;-1.53027
0.6143;-1.42555
0.61336;-1.5315
0.6123;-1.44679
0.6114;-1.55452
0.61038;-1.46038
0.60933;-1.54546
0.60833;-1.47232
0.60738;-1.57927
0.60641;-1.47284
0.60534;-1.56939
0.60432;-1.48934
0.60337;-1.60028
0.60236;-1.4925
0.60135;-1.60636
0.60035;-1.49499
0.59938;-1.61261
0.5984;-1.50805
0.59737;-1.61079
0.59635;-1.51767
0.59536;-1.62228
0.59436;-1.51806
0.59338;-1.62642
0.59236;-1.52963
0.59134;-1.64045
0.59039;-1.53414
0.58937;-1.6368
0.58839;-1.54278
0.58737;-1.6494
0.58641;-1.55248
0.58538;-1.65047
0.58443;-1.56316
0.58338;-1.65597
0.58236;-1.58176
0.58132;-1.65631
0.58034;-1.59487
0.57938;-1.65869
0.5784;-1.60694
0.57733;-1.65581
0.57631;-1.60443
0.57531;-1.65978
0.57434;-1.61643
0.57335;-1.66117
0.57235;-1.63633
0.57134;-1.66952
0.57035;-1.62694
0.56934;-1.67069
0.56839;-1.62631
0.56741;-1.68516
0.56634;-1.63724
0.56536;-1.68217
0.5644;-1.64771
0.56347;-1.68129
0.56246;-1.64702
0.5614;-1.68822
0.56051;-1.64645
0.55947;-1.686
0.55846;-1.66859
0.55743;-1.68748
0.55646;-1.67138
0.55543;-1.68735
0.55447;-1.66917
0.55342;-1.69631
0.55243;-1.6915
0.55142;-1.68773
0.55045;-1.70554
0.54942;-1.68642
0.54845;-1.71613
0.54745;-1.68506
0.5464;-1.72918
0.54547;-1.68946
0.5444;-1.73042
0.54346;-1.69122
0.54242;-1.72843
0.54144;-1.70038
0.54042;-1.73791
0.53941;-1.69252
0.53847;-1.72946
0.53738;-1.70748
0.5364;-1.72443
0.53544;-1.69589
0.53441;-1.74552
0.53348;-1.70854
0.53234;-1.74585
0.53144;-1.70995
0.53043;-1.74901
0.52947;-1.70513
0.52847;-1.74622
0.52736;-1.70865
0.52645;-1.75617
0.52543;-1.7174
0.52446;-1.74618
0.52346;-1.72572
0.52246;-1.76701
0.52146;-1.72722
0.52044;-1.77269
0.51945;-1.70799
0.51843;-1.77568
0.51742;-1.71577
0.51644;-1.79462
0.51548;-1.70317
0.51446;-1.7886
0.51344;-1.70535
0.51247;-1.81056
0.51145;-1.71331
0.51043;-1.79532
0.50944;-1.70673
0.50843;-1.80401
0.50743;-1.70399
0.50643;-1.81107
0.50543;-1.72115
0.50441;-1.82009
0.50342;-1.71797
0.50242;-1.81222
0.50141;-1.71946
0.50043;-1.82409
0.49944;-1.70419
0.49843;-1.81911
0.49741;-1.71538
0.49642;-1.82962
0.49543;-1.7186
0.49436;-1.81336
0.49333;-1.71138
0.49245;-1.82339
0.49146;-1.73166
0.49043;-1.81836
0.48945;-1.7341
0.48838;-1.8334
0.48741;-1.73353
0.48645;-1.83403
0.48554;-1.72964
0.48447;-1.83571
0.48349;-1.73282
0.48253;-1.83902
0.48156;-1.73129
0.48053;-1.8385
0.47953;-1.72557
0.47856;-1.83908
0.47752;-1.73046
0.47648;-1.85208
0.47553;-1.74415
0.47448;-1.83888
0.47347;-1.73148
0.47251;-1.84785
0.4715;-1.73499
0.4705;-1.84189
0.46949;-1.73926
0.46849;-1.83211
0.46756;-1.75562
0.46651;-1.83725
0.46551;-1.74526
0.46445;-1.83251
0.46351;-1.75862
0.46249;-1.83218
0.46151;-1.76153
0.46049;-1.83703
0.4595;-1.76634
0.45853;-1.81403
0.45746;-1.77796
0.45656;-1.8162
0.45548;-1.77792
0.45448;-1.82196
0.45348;-1.78373
0.45248;-1.82367
0.45147;-1.7721
0.45051;-1.82643
0.44954;-1.77285
0.44847;-1.83097
0.4475;-1.78473
0.44656;-1.82634
0.4455;-1.78229
0.44453;-1.82736
0.44348;-1.78889
0.44253;-1.82446
0.44152;-1.78457
0.44048;-1.8412
0.43955;-1.78092
0.43849;-1.82953
0.43752;-1.79498
0.43651;-1.83139
0.43547;-1.80647
0.43453;-1.81121
0.43348;-1.81126
0.43246;-1.80259
0.43151;-1.81345
0.43049;-1.81583
0.42948;-1.82018
0.42853;-1.82552
0.42749;-1.82573
0.42646;-1.80555
0.42547;-1.83222
0.42451;-1.80783
0.42348;-1.8392
0.42249;-1.81772
0.42151;-1.83358
0.42054;-1.81893
0.41952;-1.83497
0.41848;-1.8161
0.41752;-1.82854
0.41653;-1.82303
0.41552;-1.84098
0.41451;-1.82436
0.4135;-1.84442
0.41246;-1.81332
0.41154;-1.85476
0.41051;-1.81762
0.40948;-1.8658
0.40849;-1.82727
0.40758;-1.85191
0.40658;-1.84638
0.40561;-1.84611
0.40456;-1.83199
0.4036;-1.8691
0.40255;-1.8429
0.40159;-1.87625
0.40063;-1.84332
0.39957;-1.87977
0.39856;-1.8545
0.39756;-1.8808
0.39661;-1.8374
0.39557;-1.90297
0.39456;-1.84028
0.39359;-1.90753
0.39259;-1.83432
0.3916;-1.92422
0.39062;-1.83611
0.38958;-1.92757
0.38856;-1.84298
0.38759;-1.92873
0.3866;-1.84689
0.38563;-1.93248
0.38458;-1.86211
0.38359;-1.95115
0.38257;-1.85999
0.38159;-1.96018
0.38052;-1.86054
0.3796;-1.97569
0.37858;-1.86837
0.3776;-1.97471
0.37654;-1.88377
0.37554;-1.9811
0.37466;-1.89364
0.37359;-1.98059
0.37259;-1.91018
0.37157;-1.99464
0.37057;-1.90571
0.36956;-2.0105
0.3686;-1.9185
0.3676;-2.02318
0.36658;-1.92717
0.36557;-2.03454
0.3646;-1.96708
0.3636;-2.05248
0.36263;-1.9532
0.36156;-2.06957
0.36056;-1.97326
0.35962;-2.06405
0.35857;-1.99327
0.35754;-2.11614
0.3566;-1.99731
0.35558;-2.11555
0.35459;-2.02101
0.3536;-2.1481
0.35257;-2.03857
0.35159;-2.16623
0.35054;-2.07169
0.3496;-2.18744
0.34857;-2.10736
0.34756;-2.2112
0.34656;-2.12099
0.34554;-2.25231
0.34453;-2.15619
0.34356;-2.27313
0.34255;-2.18661
0.34152;-2.31354
0.34057;-2.22668
0.33957;-2.3369
0.33856;-2.29071
0.33757;-2.3795
0.33654;-2.33061
0.33557;-2.42003
0.33455;-2.41479
0.33357;-2.45471
0.33254;-2.47239
0.33152;-2.53848
0.33057;-2.51251
0.32964;-2.60047
0.32861;-2.58934
0.32767;-2.66753
0.32659;-2.68832
0.32564;-2.73627
0.32464;-2.76357
0.32369;-2.82008
0.32261;-2.86168
0.32164;-2.92713
0.32062;-2.96969
0.31961;-3.01811
0.31864;-3.08256
0.31765;-3.12527
0.31665;-3.20039
0.31569;-3.26524
0.31462;-3.32153
0.31358;-3.42715
0.31262;-3.44462
