PotAn,AbsAn
-0.1631981641666667,0.15837968086789364
-0.15528476090909094,0.15623268692900436
-0.14786020454545457,0.14233682231110853
-0.1401331681818182,0.15831093558334214
-0.13241392727272727,0.13964298597163974
-0.12328015636363636,0.16075817552269778
-0.11589373636363641,0.15332798318145965
-0.10719161454545457,0.16432901149254825
-0.09952177636363638,0.15848038653860463
-0.09202875272727275,0.1524759554328998
-0.08375340700000002,0.16246915282637822
-0.07573704100000002,0.16716991699271588
-0.06758052200000002,0.1718892064812736
-0.059038659090909114,0.16331392517402454
-0.052524104,0.17147031362321882
-0.04385749700000002,0.16492008325504243
-0.035958416000000035,0.16269083449679192
-0.028248352727272722,0.17335305791286615
-0.020062031000000025,0.1771939580636966
-0.011435220909090911,0.17320172329836214
-0.004110357272727279,0.17929898532488645
0.0036562199999999765,0.18015705688069458
0.01265599727272725,0.17983182890463256
0.02070373454545452,0.1862846182095762
0.027918523636363612,0.1601568761466697
0.035884713,0.1870017991701085
0.04424525599999999,0.17475796662108734
0.05132327454545454,0.1858733363673753
0.06070668818181815,0.18596741537449202
0.06841542099999999,0.19871095764338356
0.07602944799999997,0.1884389709533754
0.08412114899999998,0.1788838184417086
0.09205689363636362,0.18517882454756598
0.100173878,0.1866682241849169
0.10864208181818182,0.1845217799797243
0.11581379699999998,0.18101615185771333
0.12411427899999998,0.1924143515852569
0.13215924499999998,0.1904049330401792
0.14045425545454543,0.18175426213198892
0.148381702,0.18965949660635503
0.156249323,0.1794438888515305
0.164930213,0.19180306254986623
0.17166058727272723,0.18491562588384985
0.180035262,0.1817342133113575
0.1885855427272727,0.1802644166677017
0.196752545,0.18402797418693595
0.2044643418181818,0.17716177397520902
0.21248780699999997,0.1828810699161288
0.21983001363636365,0.17383087787281715
0.22769227090909086,0.17788395417630745
0.2365469527272727,0.17769192342942297
0.24371996799999995,0.19040530856344692
0.252336033,0.17494140841583714
0.260011073,0.18045542606708315
0.268187614,0.17075881597074138
0.27610005454545455,0.16809876328079157
0.28442437299999995,0.17147330768781313
0.2917448272727272,0.1738389748688288
0.30057533,0.16324228292017987
0.30784229499999993,0.17530467114077436
0.316250516,0.16563994840516325
0.324105754,0.16694433330199993
0.33203725727272726,0.1664943631566809
0.34032439200000003,0.16462844812636676
0.3479333881818182,0.16106877542914907
0.35570116636363636,0.1538661289451509
0.3640288609090909,0.14704515857493605
0.37262698363636365,0.16206613047278495
0.38104690399999996,0.1528812458601257
0.388267158,0.15665668341363184
0.3964532310000001,0.1630878072286276
0.40381337545454543,0.15621911687935247
0.41235169454545456,0.12868024736835765
0.42016004,0.1382821350729401
0.42863690600000004,0.1411864204291815
0.436060241,0.1469363681962897
0.44430638,0.13384583887793414
0.45313702624999996,0.13105534499132307
0.4611347942857143,0.13338866288416845
0.46821449285714284,0.12018830039228358
0.47676633125,0.1318903164276792
0.485127545,0.12502031994203033
0.49365543166666664,0.1245854516411151
0.5002711366666667,0.12251461287649697
0.5072444199999999,0.10192328949898347
0.51651324,0.10474466823270165
0.52450781,0.11374025457926713
0.53271052,0.12083192190772331
0.5403705395,0.1166071276732946
0.547572859,0.09346239606351527
0.556677834,0.09431380008701465
0.565039233,0.09432429951492177
0.572742403,0.09335560231578915
0.580118994,0.08229164848672893
0.587690052,0.09110321754822738
0.59688604,0.08760596516322257
0.603085373,0.09730964884603473
0.612338721,0.08571401516948536
0.6203622639999999,0.08324691419444132
0.6283760129,0.07852090853048674
