PotCat,AbsCat
0.6299173512,0.08077727945237387
0.623295252,0.10228543448254233
0.616879084,0.09515301514841291
0.607097183,0.10098357841051647
0.5995452055,0.10616848738470355
0.592194141,0.09660914996924014
0.583102417,0.12240029668554367
0.576761336,0.1001144860013289
0.56705273,0.10599910478776614
0.5598661014999999,0.11803069245671981
0.552259163,0.12253010929600362
0.544361689,0.10992734346498961
0.536091336,0.1313341367050124
0.52821044,0.11586472339104888
0.5205780057142857,0.12529312597939
0.5116944319999999,0.13875193149830528
0.5047734628571429,0.12706614732000351
0.49635268,0.13180075409952693
0.48818025625,0.14823296183402554
0.4796086063636364,0.1478225896101508
0.47210445714285715,0.13639984983753656
0.463522575,0.14886426530329075
0.45632375125,0.15105195368577634
0.4479354166666666,0.15188790075612887
0.44023622599999995,0.1501668335155123
0.432021552,0.1516192402356792
0.42447374777777774,0.15507055621561852
0.4160856381818181,0.1728150203211266
0.4073055,0.17199272837322854
0.3996018563636364,0.16613980149575427
0.39216633083333335,0.1581041668999014
0.38345177909090905,0.17107305218268645
0.37572040181818184,0.15680882535137614
0.36744730999999997,0.17896552721356307
0.35940139600000004,0.17470210043740525
0.3515962554545454,0.18666577089646355
0.34353378272727275,0.1890092594894177
0.335598285,0.17776746596398413
0.32731869181818185,0.18058876927550227
0.3198118009090909,0.21129063987174784
0.311434785,0.18208417272425678
0.3034242236363637,0.1930455022946232
0.2958462627272727,0.1925577395603827
0.2878288663636363,0.19445416296451204
0.2807848154545454,0.1900418265060105
0.27192486166666663,0.20562509327791675
0.2638462116666666,0.2094439769501467
0.25621776272727276,0.2097874179855077
0.2473864909090909,0.20044785166503862
0.23968024272727267,0.20389131925387205
0.23144849499999998,0.21669303468247716
0.22401562,0.20681104448031776
0.215795228,0.20237073793719162
0.207957153,0.20651511390208396
0.1998804088888889,0.2043689905112248
0.192285767,0.20785916115223502
0.18361154699999999,0.21974049208383184
0.1754430690909091,0.20236991251878084
0.16858277999999996,0.20248620141941678
0.1603443563636364,0.2107457400286575
0.15172542727272728,0.2098485486659155
0.1440456933333333,0.20862059593454407
0.1353031881818182,0.20092327539942065
0.12792804545454545,0.21809608512666603
0.12015091199999998,0.20550370177308142
0.11210387181818181,0.19911279616582436
0.10431528181818182,0.20527434314901769
0.09523039399999998,0.2079279866242255
0.08839140818181816,0.19536066804058833
0.08030460299999997,0.2011609436306744
0.07178958499999999,0.19772286982069112
0.06422306363636363,0.20928541319678237
0.05646567636363635,0.19493210359328408
0.04741078818181818,0.20041915332597202
0.03973662363636363,0.20415572266793397
0.03184055818181817,0.17841640998207112
0.024220132727272716,0.1930935352232053
0.01625472363636362,0.1989091790118776
0.007159083636363619,0.20061387367941327
0.00014190583333331674,0.19243686825485945
-0.00865244300000001,0.18245168343234627
-0.016140130000000003,0.1838657794272177
-0.024464940000000036,0.17054397135628585
-0.03242174363636364,0.1806394662201762
-0.040292679090909105,0.18153228572742114
-0.04791813000000002,0.17674609540109715
-0.056142330000000004,0.1766948092651755
-0.06450574400000002,0.16417876971356699
-0.07142098272727275,0.1667811276892343
-0.07984663545454546,0.16934627026050703
-0.08789177272727275,0.15126250690345389
-0.095944799,0.15908726155094224
-0.10445095545454547,0.16780879621113623
-0.11156693818181816,0.16343950197624588
-0.12059845090909094,0.15731889513452024
-0.12728539181818183,0.15010661844896847
-0.13618536083333332,0.14322484697535748
-0.1437475063636364,0.15718701723197476
-0.15224716800000002,0.15401035248920358
-0.15961044000000002,0.15045772898905513
